lang_level	child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
gümn	liik	NOUN	Par	Sing	taim	NOUN	Par	Plur	liiki taimi	Eesti esimeses punases raamatus ( 1979 ) oli kokku 259 ___liiki___ ___taimi___ ja loomi .	31417	49
gümn	liik	NOUN	Gen	Plur	kadumine	NOUN	Par	Sing	Liikide kadumist	___Liikide___ ___kadumist___ seostatakse mitmesuguse metsade majandamisega seotud tegevuse , veekogude muutmise ja põllumajandusliku tegevusega , samuti kliimamuutustega .	31420	49
gümn	tonn	NOUN	Par	Sing	nafta	NOUN	Par	Sing	tonni naftat	Igal aastal satub merre rohkem kui kolm miljonit ___tonni___ ___naftat___ .	31493	10
gümn	enamik	NOUN	Nom	Sing	noor	NOUN	Par	Plur	enamik noori	Pärimise peale ___enamik___ ___noori___ eitab , et nad on meelemürke tarvitanud .	31817	42
gümn	valik	NOUN	Nom	Sing	või_leib	NOUN	Par	Plur	valik võileibu	Õiges puhvetis on ka ___valik___ ___võileibu___ .	31880	56
gümn	osa	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	Osa inimesi	___Osa___ ___inimesi___ on teatud valguühendite suhtes tundlikud ning on haigusi , mille puhul tuleb muna söömist vähendada , tarvitada seda poolpehmena või omletina .	31895	236
gümn	valik	NOUN	Nom	Sing	kirjandus	NOUN	Par	Sing	valik kirjandust	Tänapäeval võib sellekohast teavet lugeda kõikjalt , sest tervisest ja spordist kirjutavad kõik perioodilised väljaanded ning raamatukogude lugemissaalides on saadaval lai ___valik___ ___kirjandust___ .	31949	56
gümn	päev	NOUN	Nom	Sing	ratsutamine	NOUN	Par	Sing	päev ratsutamist	Korraldage midagi ohutumat , näiteks hipodroomil üks ___päev___ ___ratsutamist___ .	31971	741
gümn	nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Mida teha siis , kui juba ___nädal___ ___aega___ on dieedil oldud ja näljatunne on tugev ?	31993	225
gümn	osa	NOUN	Nom	Sing	tervise_kaup	NOUN	Par	Plur	osa tervisekaupu	Suurem ___osa___ saadaolevaid ___tervisekaupu___ kuulub kallimasse hinnaklassi .	32203	236
gümn	liik	NOUN	Par	Sing	orhidee	NOUN	Par	Plur	liiki orhideesid	Metsades õitseb külluses igat ___liiki___ käpalisi ehk põhjamaade ___orhideesid___ .	32343	49
gümn	aasta	NOUN	Par	Sing	töö_kogemus	NOUN	Par	Sing	aastat töökogemust	Vabatahtlik peab olema vähemalt 25-aastane ja on hea , kui tal on oma erialal mitu ___aastat___ ___töökogemust___ .	32562	906
gümn	pakk	NOUN	Nom	Sing	küpsis	NOUN	Par	Plur	pakk küpsiseid	Kursuse alguses antakse igale osalejale kaasa üks konserv , ___pakk___ ___küpsiseid___ , puljongikuubik , 100 grammi šokolaadi , pool leiba , sõjaväevorm , tekk , telkmantel , taskunuga , lisaks veel plekkpurke , prügikotte ja voodilinu .	32701	18
gümn	gramm	NOUN	Par	Sing	šokolaad	NOUN	Par	Sing	grammi šokolaadi	Kursuse alguses antakse igale osalejale kaasa üks konserv , pakk küpsiseid , puljongikuubik , 100 ___grammi___ ___šokolaadi___ , pool leiba , sõjaväevorm , tekk , telkmantel , taskunuga , lisaks veel plekkpurke , prügikotte ja voodilinu .	32701	4
gümn	tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Tavaliselt tulen ___tund___ ___aega___ varem kohale , istun garderoobis ja mõtlen .	32792	555
gümn	rida	NOUN	Nom	Sing	lavastus	NOUN	Par	Plur	rida lavastusi	Tema tulek tõi Ugalasse uue hoo ja hingamise , üksteise järel sündis ___rida___ suurepäraseid ___lavastusi___ .	32871	42
kl6	osa	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	osa õpilasi	Suur ___osa___ ___õpilasi___ tahtis osa võtta kergejõustikuvõistlustest .	33926	236
kl6	hulk	NOUN	Nom	Sing	olümpia_medal	NOUN	Par	Plur	hulk olümpiamedaleid	Siin on väljas väga suur ___hulk___ eestlaste ___olümpiamedaleid___ .	33984	45
kl6	tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Sõit kestis umbes ___tund___ ___aega___ .	34266	555
kl6	hulk	NOUN	Gen	Sing	lisa_töö	NOUN	Par	Plur	hulga lisatööd	Koolivorm ei too minu arvates võrdsust , vaid lastele pingeid ja lastevanematele ___hulga___ ___lisatööd___ ning kulutusi , et vormirõivaid korras hoida .	34347	45
kl6	komplekt	NOUN	Par	Sing	kooli_rõivas	NOUN	Par	Plur	komplekti koolirõivaid	Arvan , et minu lapsel peaks olema kolm ___komplekti___ ___koolirõivaid___ .	34349	8
kl6	enamik	NOUN	Nom	Sing	korra_valvur	NOUN	Par	Plur	enamik korravalvureid	Olete te kunagi mõelnud , miks kannab ___enamik___ ___korravalvureid___ tumesiniseid riideid ?	34366	42
kl6	osa	NOUN	Nom	Sing	teadlane	NOUN	Par	Plur	Osa teadlasi	___Osa___ ___teadlasi___ arvab , et eestlased tulid praegusele territooriumile kohe pärast jää sulamist , seega juba 10 000 – 12 000 aastat tagasi .	34724	236
kl6	liiter	NOUN	Par	Sing	suhkru_vesi	NOUN	Par	Sing	liitrit suhkruvett	Kuidas reklaamida poolt ___liitrit___ ___suhkruvett___ ?	35110	6
kl6	kilo_gramm	NOUN	Par	Sing	prügi	NOUN	Par	Sing	kilogrammi prügi	Iga Eestis elav inimene tekitab aastas 400 ___kilogrammi___ ___prügi___ .	35168	10
kl6	kilo_gramm	NOUN	Gen	Sing	vana_paber	NOUN	Par	Sing	kilogrammi vanapaberit	Kui sa kogud 70 ___kilogrammi___ ___vanapaberit___ , päästad ühe puu .	35169	10
kl6	tonn	NOUN	Par	Sing	pakend	NOUN	Par	Plur	tonni pakendeid	Eestis kogutakse aastas umbes 73 000 ___tonni___ ___pakendeid___ .	35170	10
kl6	tonn	NOUN	Par	Sing	prügi	NOUN	Par	Sing	tonni prügi	Eesti metsades ja teede ääres on kevadel kuni 10 000 ___tonni___ ___prügi___ .	35172	10
kl6	enamik	NOUN	Gen	Sing	kodu_töö	NOUN	Par	Plur	enamiku kodutöid	Robotite asemel teevad ___enamiku___ ___kodutöid___ jälle inimesed ise .	35230	42
kl6	leht	NOUN	Gen	Plur	laste_nurk	NOUN	Par	Sing	lehtede lastenurki	Loe eestikeelseid lasteajakirju või ___lehtede___ ___lastenurki___ .	35647	47
kl6	teelusika_täis	NOUN	Par	Sing	rasv	NOUN	Par	Sing	teelusikatäis rasva	Näiteks on ühes väikeses viineris umbes ___teelusikatäis___ ___rasva___ .	36718	1
kl6	tee_lusika_täis	NOUN	Par	Sing	suhkur	NOUN	Par	Sing	teelusikatäit suhkrut	Ühes 1 , 5-liitrises limonaadipudelis on peaaegu 30 ___teelusikatäit___ ___suhkrut___ .	36719	2
kl6	pakk	NOUN	Par	Sing	krõps	NOUN	Par	Plur	pakki krõpse	Ma olen ükskord kümme ___pakki___ ___krõpse___ korraga ära söönud .	36728	18
kl6	tee_lusika_täis	NOUN	Par	Sing	sool	NOUN	Par	Sing	teelusikatäit soola	Näiteks on ühes 100-grammises pakis krõpsudes umbes pool ___teelusikatäit___ ___soola___ .	36741	2
kl6	pakk	NOUN	Gen	Sing	kartuli_krõps	NOUN	Par	Sing	paki kartulikrõpse	Kui sööksime aasta jooksul iga päev ühe 100-grammise ___paki___ ___kartulikrõpse___ , siis saaksime nendest kilogrammi soola ja 13 kilogrammi rasva .	36742	18
kl6	kilo_gramm	NOUN	Gen	Sing	sool	NOUN	Par	Sing	kilogrammi soola	Kui sööksime aasta jooksul iga päev ühe 100-grammise paki kartulikrõpse , siis saaksime nendest ___kilogrammi___ ___soola___ ja 13 kilogrammi rasva .	36742	10
kl6	kilo_gramm	NOUN	Gen	Sing	rasv	NOUN	Par	Sing	kilogrammi rasva	Kui sööksime aasta jooksul iga päev ühe 100-grammise paki kartulikrõpse , siis saaksime nendest kilogrammi soola ja 13 ___kilogrammi___ ___rasva___ .	36742	10
kl6	gramm	NOUN	Par	Sing	kapsas	NOUN	Par	Sing	grammi kapsast	Süües päevas ühe tomati ühe suure porgandi , sada ___grammi___ ___kapsast___ ja rohelisi köögivilju , ühe banaani ja sada grammi tumedamaid marju , saame kätte vajaliku koguse vitamiine ja mineraalaineid .	36795	4
kl6	kogus	NOUN	Gen	Sing	vitamiin	NOUN	Par	Plur	koguse vitamiine	Süües päevas ühe tomati ühe suure porgandi , sada grammi kapsast ja rohelisi köögivilju , ühe banaani ja sada grammi tumedamaid marju , saame kätte vajaliku ___koguse___ ___vitamiine___ ja mineraalaineid .	36795	6
kl6	nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Kutsu sõbrad oma sünnipäevale vähemalt ___nädal___ ___aega___ varem , siis saavad nad külaskäiguks paremini ette valmistuda .	36866	225
kl6	maa	NOUN	Gen	Plur	rahva_muusika	NOUN	Par	Sing	maade rahvamuusikat	Mulle meeldib erinevate ___maade___ ___rahvamuusikat___ kuulata .	36910	202
kl6	aasta	NOUN	Gen	Sing	sündmus	NOUN	Par	Plur	aasta sündmusi	Koolitants on noorele tantsijale üks ___aasta___ olulisemaid ___sündmusi___ .	37133	906
kl7	pakk	NOUN	Par	Sing	mängu_kaar	NOUN	Par	Plur	pakki mängukaarte	Tal kulus selleks 1200 ___pakki___ ___mängukaarte___ , ta ei kasutanud liimi ega muud kleepainet .	37503	18
kl7	nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Igal aastal toimub augustikuus ühes Hispaania linnas suur toidufestival , mis kestab ___nädal___ ___aega___ .	37515	225
kl7	tonn	NOUN	Par	Sing	tomat	NOUN	Par	Plur	tonni tomateid	Suurtelt veoautodelt visatakse tänavatele inimeste sekka 120 ___tonni___ ___tomateid___ .	37518	10
kl7	kilo	NOUN	Par	Sing	friikartul	NOUN	Par	Plur	kilo friikartuleid	Kuu jooksul teeb see umbes kaks ___kilo___ ___friikartuleid___ .	37556	23
kl7	protsent	NOUN	Par	Sing	rasv	NOUN	Par	Sing	protsenti rasva	Mitu ___protsenti___ ___rasva___ sisaldab üks portsjon friikartuleid ?	37575	39
kl7	portsjon	NOUN	Nom	Sing	friikartul	NOUN	Par	Plur	portsjon friikartuleid	Mitu protsenti rasva sisaldab üks ___portsjon___ ___friikartuleid___ ?	37575	5
kl7	pakk	NOUN	Nom	Sing	kohu_piim	NOUN	Par	Sing	pakk kohupiima	Osta poest või võta külmkapist üks ___pakk___ ___kohupiima___ jne .	37673	18
kl7	klaas	NOUN	Nom	Sing	vesi	NOUN	Par	Sing	klaas vett	Nõuanne : jätke alati ahju ___klaas___ ___vett___ .	37952	21
kl7	sekund	NOUN	Par	Sing	järel_valmimine	NOUN	Par	Sing	sekundit järelvalmimisaega	Pärast ahju väljalülitamist jätke ALATI 20 ___sekundit___ ___järelvalmimisaega___ , et temperatuur saaks võrdsustuda .	37964	38
kl7	tükk	NOUN	Nom	Sing	maa	NOUN	Par	Sing	tükk maad	Et uus ___tükk___ kuiva ___maad___ jäi täpselt kahe maa vahele , pandi talle nimeks Piirissaar .	38139	30
kl7	nädal	NOUN	Gen	Plur	viis	NOUN	Par	Sing	nädalate viisi	Vägimees magas ___nädalate___ ___viisi___ , pea allapoole rippumas .	38145	225
kl7	nädal	NOUN	Gen	Plur	viis	NOUN	Par	Sing	nädalate viisi	Kalevipoeg ärkas alles siis , kui oli ___nädalate___ ___viisi___ maganud .	38182	225
kl7	tilk	NOUN	Par	Sing	vesi	NOUN	Par	Sing	tilka vett	Mõned muistendid on sarnased nagu kaks ___tilka___ ___vett___ .	38185	2
kl7	pakk	NOUN	Par	Sing	mängu_kaar	NOUN	Par	Plur	pakki mängukaarte	Tal kulus selleks tuhat kaheksasada ___pakki___ ___mängukaarte___ , kusjuures ta ei kasutanud liimi ega muud kleepainet .	38306	18
kl7	kilo_gramm	NOUN	Par	Sing	jahu	NOUN	Par	Sing	kilogrammi jahu	Selles oli neli tuhat kuussada ___kilogrammi___ ___jahu___ , üheksakümmend kilogrammi soola , tuhat kaheksasada kilogrammi juustu ja kaheksasada kilogrammi tomatipüreed .	38309	10
kl7	kilo_gramm	NOUN	Par	Sing	sool	NOUN	Par	Sing	kilogrammi soola	Selles oli neli tuhat kuussada kilogrammi jahu , üheksakümmend ___kilogrammi___ ___soola___ , tuhat kaheksasada kilogrammi juustu ja kaheksasada kilogrammi tomatipüreed .	38309	10
kl7	kilo_gramm	NOUN	Par	Sing	juust	NOUN	Par	Sing	kilogrammi juustu	Selles oli neli tuhat kuussada kilogrammi jahu , üheksakümmend kilogrammi soola , tuhat kaheksasada ___kilogrammi___ ___juustu___ ja kaheksasada kilogrammi tomatipüreed .	38309	10
kl7	kilo_gramm	NOUN	Par	Sing	tomati_püreed	NOUN	Par	Sing	kilogrammi tomatipüreed	Selles oli neli tuhat kuussada kilogrammi jahu , üheksakümmend kilogrammi soola , tuhat kaheksasada kilogrammi juustu ja kaheksasada ___kilogrammi___ ___tomatipüreed___ .	38309	10
kl7	nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Igal aastal augustikuus toimub Hispaanias suur toidufestival , mis kestab ___nädal___ ___aega___ .	38319	225
kl7	tonn	NOUN	Par	Sing	tomat	NOUN	Par	Plur	tonni tomateid	Suurtelt veoautodelt visatakse tänavatele inimeste sekka sada kakskümmend ___tonni___ ___tomateid___ .	38322	10
kl7	tükk	NOUN	Nom	Sing	leib	NOUN	Par	Sing	tükk leiba	Talle anti kaasa ___tükk___ ___leiba___ ja kruus vett .	38652	30
kl8	enamik	NOUN	Nom	Sing	tüdruk	NOUN	Par	Plur	Enamik tüdrukuid	___Enamik___ ___tüdrukuid___ , kes diskol käivad , ongi põhiliselt turistid , sest meil on islami usk ja tüdrukud ei tohiks väljas käia , aga osa käib ikka .	38940	42
kl8	purk	NOUN	Nom	Plur	vastu_võtu_punkt	NOUN	Par	Sing	purgid vastuvõtupunkti	Mitu protsenti küsitletud elanikest viib klaaspudelid ja - ___purgid___ ___vastuvõtupunkti___ ?	39020	7
kl8	protsent	NOUN	Par	Sing	inimene	NOUN	Par	Plur	protsenti inimesi	Mitu ___protsenti___ ___inimesi___ on ohtlikke jäätmeid ära andnud kogumispäevadel ?	39024	39
kl8	enamik	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	enamik inimesi	Mida teeb jäätmete töötlemise heaks ___enamik___ ___inimesi___ ?	39027	42
kl8	kroon	NOUN	Par	Sing	telkimis_tasu	NOUN	Par	Sing	krooni telkimistasu	Loa saab , makstes ca 25 ___krooni___ ___telkimistasu___ .	39609	86
kl8	hulk	NOUN	Nom	Sing	suur_tüki_patarei	NOUN	Par	Plur	hulk suurtükipatareisid	Aegnal on ilus liivarand , surnuaed , ___hulk___ õhkulastud ___suurtükipatareisid___ ja keskus .	39612	45
kl8	tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Sõit saarele kestab umbes ___tund___ ___aega___ .	39613	555
kl8	enamus	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	enamus õpilasi	Aga ___enamus___ [ enamik ] ___õpilasi___ ei pea nendest reeglitest kinni .	39707	5
kl8	tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Oleme ___tund___ ___aega___ .	39769	555
kl8	tonn	NOUN	Gen	Plur	viis	NOUN	Par	Sing	tonnide viisi	Igal kevadel koristavad kooliõpilased metsa alt ___tonnide___ ___viisi___ prügi , mida inimesed on sinna jätnud .	39785	10
kl8	grupp	NOUN	Nom	Sing	töötaja	NOUN	Par	Plur	grupp töötajaid	See on üks ___grupp___ ___töötajaid___ , loominguline grupp .	39800	22
kl8	grupp	NOUN	Nom	Sing	töötaja	NOUN	Par	Plur	grupp töötajaid	Ja on nüüd teine ___grupp___ ___töötajaid___ , see on majanduslik , tehniline personal : assistendid , autojuhid , valgustajad , administraatorid , monteerijad .	39801	22
kl9	enamik	NOUN	Nom	Sing	kursuslane	NOUN	Par	Plur	Enamik kursuslasi	___Enamik___ ___kursuslasi___ tormas mõisast lihtsalt läbi .	40170	42
kl9	kilo	NOUN	Par	Sing	varustus	NOUN	Par	Sing	kilo varustust	Kakskümmend kaheksa ___kilo___ ___varustust___ seljas ja mask peas - see on tavaline asi .	40228	23
kl9	klass	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	klassi lõpetamist	Pärast üheksanda ___klassi___ ___lõpetamist___ hakkan õppima gümnaasiumis .	40260	502
kl9	klass	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	klassi lõpetamist	Millised edasiõppimisvõimalused on sul pärast üheksanda ___klassi___ ___lõpetamist___ ?	40289	502
kl9	klass	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	klassi lõpetamist	Mida hakkad tegema pärast üheksanda ___klassi___ ___lõpetamist___ ?	40290	502
kl9	tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Pole Sinust juba ___tükk___ ___aega___ midagi kuulnud .	40424	30
kl9	hulk	NOUN	Nom	Sing	õpilane	NOUN	Par	Plur	hulk õpilasi	Sageli haarab ___hulk___ ___õpilasi___ pärast tundi telefoni kätte , et teha kõne korrus allpool asuvale sõbrale .	40507	45
kl9	tüüp	NOUN	Par	Sing	vagun	NOUN	Par	Plur	tüüpi vaguneid	Tokios näeb sõitmas ronge , millel on kaht ___tüüpi___ ___vaguneid___ - mobiiliga ning mobiilita .	40511	16
kl9	jagu	NOUN	Par	Sing	vihm	NOUN	Par	Sing	jagu vihma	Pärnus sadas eile poole tunni jooksul maha 15 päeva normi ___jagu___ ___vihma___ , mis uputas kesklinnas bussijaama ümbruse põlvini ulatuva veega .	40963	5
kl9	kausi_täis	NOUN	Nom	Sing	toit	NOUN	Par	Sing	kausitäis toitu	Üks ___kausitäis___ ___toitu___ , kuivtoitu .	41593	1
kl9	kogu	NOUN	Nom	Plur	raha	NOUN	Par	Sing	kogud raha	Kas sa ___kogud___ ka ___raha___ millegi jaoks ?	41695	8
kl9	tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	No veel ei ole saanud , aga ma arvan , et kui ta veel ___tükk___ ___aega___ nuiab , siis ma ikka annan talle selle raha .	41723	30
kl9	valik	NOUN	Nom	Sing	pliiatsei	NOUN	Par	Plur	valik pliiatseid	Nojah , meil on siin suur ___valik___ harilikke ___pliiatseid___ .	41758	56
kl9	paar	NOUN	Gen	Sing	pluus	NOUN	Par	Plur	paari pluuse	Et peab olema ikka mitu paari pükse ja mitu ___paari___ ___pluuse___ ja .	42070	4
