id,sentence,aux_head,aux,level,sub,sup,inf
4363,"Kõike ei saa teaduslikult tõestada, peab olema veel miski.",tõestama,saama,gümn,Kõike ei saa teaduslikult tõestada veel .,0,1
4375,"Kui inimene oleks täiuslik, saaks ta ka maailma muuta täiuslikuks.",muutma,saama,gümn,"täiuslik , saaks ta ka maailma muuta täiuslikuks .",0,1
4376,"Tuleb hoolitseda oma ihu ja ja hinge puhtuse eest, sest maailma ei saa parandada, kui oled ise põlvini selle mustuse sees.",parandama,saama,gümn,", sest maailma ei saa parandada mustuse",0,1
4377,"Kui oled ise pime, kuidas saad siis teisi juhatada?",juhatama,saama,gümn,"pime , kuidas saad siis teisi juhatada ?",0,1
4378,Kõike võiks muuta ligimesearmastus.,muutma,võima,gümn,Kõike võiks muuta ligimesearmastus .,0,1
4380,Kas oled pidanud inimestes pettuma?,pettuma,pidama,gümn,Kas oled pidanud inimestes pettuma ?,1,0
4383,Kurja lihtsalt ei tohi kurjaga tasuda.,tasuma,tohtima,gümn,Kurja lihtsalt ei tohi kurjaga tasuda .,0,1
4384,Inimene peaks seda endale teadvustama.,teadvustama,pidama,gümn,Inimene peaks seda endale teadvustama .,1,0
4386,"Võiksime terve aasta, iga päev püüda mõelda ainult positiivselt, soovida üksteisele vaid head ilma silmakirjalikkuseta, lihtsalt ja siiralt, puhtast südamest.",püüdma,võima,gümn,"Võiksime aasta , päev püüda mõelda .",0,1
4395,"Meie peame Jumalat üle kõige kartma, armastama ja tema peale lootma.",kartma,pidama,gümn,Meie peame Jumalat üle kõige kartma armastama lootma .,1,0
4397,Sa ei tohi neid kummardada ega neid teenida!,kummardama,tohtima,gümn,Sa ei tohi neid kummardada teenida !,0,1
4398,Me ei peaks kahtlema Tema olemasolus ja püüdma Teda asendada.,kahtlema,pidama,gümn,Me ei peaks kahtlema olemasolus püüdma .,1,0
4400,"Me peame teadma, et meie Tema nime juures ei vannu, valeta ega peta, vaid Teda hädas appi hüüame, palume, kiidame ja täname.",teadma,pidama,gümn,Me peame teadma vannu .,1,0
4402,"Me ei peaks jutlust ega jumalasõna põlgama, vaid seda pühaks pidama.",põlgama,pidama,gümn,Me ei peaks jutlust põlgama pidama .,1,0
4403,Me ei peaks pühapäeval tööd tegema.,tegema,pidama,gümn,Me ei peaks pühapäeval tööd tegema .,1,0
4407,"Me ei tohi ligimese ihule ühtki kahju ega kurja teha, vaid peame ligimest aitama ning talle head tegema.",tegema,tohtima,gümn,Me ei tohi ligimese ihule kahju ega kurja teha aitama .,0,1
4407,"Me ei tohi ligimese ihule ühtki kahju ega kurja teha, vaid peame ligimest aitama ning talle head tegema.",aitama,pidama,gümn,", vaid peame ligimest aitama tegema",1,0
4411,"Meie ei tohi küsimata ligimese raha ega vara võtta, seda kavaluse või pettusega enda poole meelitada.",küsima,tohtima,gümn,Meie ei tohi küsimata võtta .,1,0
4413,"Me ei tohi valetada, reeta, peksta ega kurje kõnesid tema kohta pidada.",valetama,tohtima,gümn,Me ei tohi valetada reeta peksta pidada .,0,1
4415,"Me ei tohi ligimese pärandust, naist, peret ega loomi vägisi võtta.",võtma,tohtima,gümn,Me ei tohi ligimese pärandust vägisi võtta .,0,1
4423,"Ka inimesed, kes kirikus ei käi, peaksid nendest käskudest juhinduma, siis nad ei oleks nii pahatahtlikud.",juhinduma,pidama,gümn,inimesed peaksid käskudest juhinduma pahatahtlikud .,1,0
4431,"Nõiana ei saa ma öelda, et usun maagiasse, see on lihtsalt olemas.",ütlema,saama,gümn,Nõiana ei saa ma öelda usun on .,0,1
4449,"Inimene peab iseendasse uskuma, kuidas muidu.",uskuma,pidama,gümn,Inimene peab iseendasse uskuma muidu .,1,0
4451,Usku ei tohi religiooniga segi ajada.,ajama,tohtima,gümn,Usku ei tohi religiooniga segi ajada .,0,1
4454,"Kuidas saab üks inimene öelda, et tema usk on parem kui kellegi teise oma?",ütlema,saama,gümn,Kuidas saab inimene öelda parem ?,0,1
4470,Te peaksite mõistma nende heasoovlikkust.,mõistma,pidama,gümn,Te peaksite mõistma heasoovlikkust .,1,0
4479,"Te ei peaks häbenema seda külastada, sest inimene ei tohiks oma murega üksi jääda.",häbenema,pidama,gümn,Te ei peaks häbenema külastada jääda .,1,0
4479,"Te ei peaks häbenema seda külastada, sest inimene ei tohiks oma murega üksi jääda.",jääma,tohtima,gümn,", sest inimene ei tohiks murega üksi jääda",0,1
4480,"Töötan ise ka selles kabinetis ja võin öelda, et sageli ei tea vanemad üldse, mida laps teeb, sest nende ajal ei olnud kombeks oma vanematega usaldusväärseid vestlusi pidada.",ütlema,võima,gümn,ja võin öelda tea,0,1
4513,Praegu ei pea ju rasket tööd tegema.,tegema,pidama,gümn,Praegu ei pea ju tööd tegema .,1,0
4529,Nii võib ju midagi ilusat kahe silma vahele jääda.,jääma,võima,gümn,Nii võib ju midagi silma jääda .,0,1
4530,Ka elu mõte võib leidmata jääda.,jääma,võima,gümn,mõte võib leidmata jääda .,0,1
4533,"Peab valdama võõrkeeli, tundma hästi arvutit ja veel palju-palju muud, et mitte töötuks jääda.",valdama,pidama,gümn,Peab valdama võõrkeeli tundma .,1,0
4540,"Inimene peab end pidevalt täiendama, ka hingeliselt.",täiendama,pidama,gümn,Inimene peab end pidevalt täiendama hingeliselt .,1,0
4555,Kes tunneb oma ema veel paremini kui oma laps ja kes võiks talle paremat soovida!,soovima,võima,gümn,ja kes võiks talle paremat soovida,0,1
4561,"Mõni kolleeg võib ju ära tunda, et oled minu laps.",tundma,võima,gümn,kolleeg võib ju ära tunda laps .,0,1
4562,"Tahtsin seda teiega jagada, kuna minulegi on lapsed vihjanud, et võiksin oma stiili muuta.",muutma,võima,gümn,", et võiksin stiili muuta",0,1
4564,"Minu vanaema imestab kogu aeg, kas ma olen nii vilets, et pean dressidega linnas käima.",käima,pidama,gümn,", et pean dressidega linnas käima",1,0
4581,"Ema arvab, et minul ei peaks midagi salajast olema ja temale võib kõigest rääkida.",rääkima,võima,gümn,ja temale võib kõigest rääkida,0,1
4588,"Maailma me ümber teha ei saa, aga see, kuidas me maailma tõlgendame, on meie kontrolli all.",tegema,saama,gümn,Maailma me ümber teha ei saa kontrolli .,0,1
4595,"Elutarkus on oskus vahet teha, mida ma suudan muuta ja mida mitte, ning võime leppida paratamatute asjadega.",leppima,võima,gümn,", ning võime leppida asjadega",0,1
4598,"Kasutage pehmeid väljendeid: mõnikord läheb kehvasti, vahetevahel ei saa hakkama jne.",hakkama,saama,gümn,", vahetevahel ei saa hakkama jne",1,0
4608,Objekti peab iga inimene ise leidma.,leidma,pidama,gümn,Objekti peab inimene leidma .,1,0
4645,Isegi rikkad ei saa endale kõike lubada.,lubama,saama,gümn,rikkad ei saa endale kõike lubada .,0,1
4660,"Kui sa ei kuulu selliste hulka, võid ikkagi endas andeid kujundada, kui vaid selle nimel tegutsed.",kujundama,võima,gümn,kuulu võid ikkagi endas andeid kujundada tegutsed .,0,1
4663,"Elus on väga tähtis leida õige koht, kus võid rakendada oma võimeid suurimas ulatuses.",rakendama,võima,gümn,", kus võid rakendada võimeid",0,1
4664,"Tööd on erinevad: üks töö teeb meile rõõmu ja innustab meid, teine on vaevaline töö, milleks peab ennast sundima.",sundima,pidama,gümn,", milleks peab ennast sundima",1,0
4669,Anne ja huvi peaksid määrama elukutse.,määrama,pidama,gümn,Anne peaksid määrama elukutse .,1,0
4683,Just võime kasutada väikesi võimalusi toob edu.,kasutama,võima,gümn,Just võime kasutada toob .,0,1
4695,Täida nii hästi kui võimalik kohustust olla õilis ja truu oma kõrgematele ideaalidele - niisuguste eesmärkide poole püüdes võid saavutada edu.,püüdma,võima,gümn,- eesmärkide püüdes võid saavutada,0,0
4698,"Sa peaksid võimalikult palju suhtlema inimestega, kel on juba olnud edu alal, mis sindki huvitab.",suhtlema,pidama,gümn,Sa peaksid palju suhtlema inimestega .,1,0
4715,"Kui sul on aega, võid raha teenida, aga raha eest aega osta ei saa.",teenima,võima,gümn,sul võid raha teenida osta .,0,1
4715,"Kui sul on aega, võid raha teenida, aga raha eest aega osta ei saa.",ostma,saama,gümn,", aga raha aega osta ei saa",0,1
4735,"Kui sul on kindel plaan karjääri teha, siis ei tohi loota ühe kindla ameti peale, sest töökohast võid järsku ilma jääda.",lootma,tohtima,gümn,sul siis ei tohi loota ameti jääda .,0,1
4735,"Kui sul on kindel plaan karjääri teha, siis ei tohi loota ühe kindla ameti peale, sest töökohast võid järsku ilma jääda.",jääma,võima,gümn,", sest töökohast võid järsku ilma jääda",0,1
4753,"Teisest poolest kulub pool paljudele pisiasjadele, mida ei saa edasi lükata.",lükkama,saama,gümn,", mida ei saa edasi lükata",0,1
4760,"Peab mõtlema ja tunnetama, et endale mitte liiga teha.",mõtlema,pidama,gümn,Peab mõtlema tunnetama .,1,0
4765,"Seda saab teha mis tahes hetkel kas Tallinnas, Tartus või välismaal.",tegema,saama,gümn,Seda saab teha hetkel Tallinnas .,0,1
4802,"Tegelikult ei ole edukuse valem mingi saladus, igaüks võib saada edukaks.",saama,võima,gümn,", igaüks võib saada edukaks",0,1
4804,"Paljud arvavad, et edukad vanemad tagavad lapsele eduka tuleviku, kuid pahatihti pole rikastest ja edukatest vanematest vähematki kasu, sest igaüks peab ennast ise tõestama ja lugupidamise välja teenima.",tõestama,pidama,gümn,", sest igaüks peab ennast ise tõestama teenima",1,0
4805,"Sama palju kui kohtame edukate vanemate edukaid lapsi, võiksime tuua ka vastupidiseid näiteid, kus tuntud intellektuaalsete vanemate lapsed on tõelised tuuletallajad või lugupeetud rikastest suguvõsadest sirguvad eluvõõrad memmepojad, kes vanemate teenitud varanduse kärmesti ära kulutavad.",tooma,võima,gümn,kohtame võiksime tuua näiteid .,0,1
4806,"Õiged tuttavad ja perekonna ühiskondlik staatus võivad küll kiirendada sinu liikumist eesmärkide poole, aga see on vaid väike osa edukaks ja iseseisvaks saamise teel.",kiirendama,võima,gümn,staatus võivad küll kiirendada liikumist osa .,0,1
4843,"Edukuse teel ootavad sind kindlasti ka tagasilöögid ja sa võid vahel kahelda, kas sellel kõigel on ikkagi mõtet ning kas sa ikka saad hakkama.",kahtlema,võima,gümn,ja sa võid vahel kahelda kõigel mõtet,0,1
4843,"Edukuse teel ootavad sind kindlasti ka tagasilöögid ja sa võid vahel kahelda, kas sellel kõigel on ikkagi mõtet ning kas sa ikka saad hakkama.",hakkama,saama,gümn,ning kas sa ikka saad hakkama,1,0
4845,Näiteid võib igaüks leida nii oma tutvusringkonnast kui ka Eesti avaliku elu tegelaste seast.,leidma,võima,gümn,Näiteid võib igaüks leida tutvusringkonnast .,0,1
4848,Edukuse nimel võib ohverdada oma tõekspidamised.,ohverdama,võima,gümn,Edukuse võib ohverdada tõekspidamised .,0,1
4860,Kas kunst võib inimesed paremaks teha?,tegema,võima,gümn,Kas kunst võib inimesed paremaks teha ?,0,1
4868,Pealkirjades ja tiitellehel võib kasutada teisi kirjatüüpe ja suurusi.,kasutama,võima,gümn,Pealkirjades võib kasutada kirjatüüpe .,0,1
4870,"Üles ja alla peab jääma 2,5-3 cm vaba ruumi.",jääma,pidama,gümn,Üles peab jääma ruumi .,1,0
4893,See peab sisaldama nii sinu kohustusi ja ülesandeid kui ka saavutusi - faktid on alati usaldusväärsemad kui üldised hinnangud.,sisaldama,pidama,gümn,See peab sisaldama kohustusi usaldusväärsemad .,1,0
4895,"Võiksid lisada vähemalt kaks soovitajat, kellega võib ühendust võtta ja sinu kohta täiendavat informatsiooni küsida.",lisama,võima,gümn,Võiksid lisada soovitajat .,0,1
4895,"Võiksid lisada vähemalt kaks soovitajat, kellega võib ühendust võtta ja sinu kohta täiendavat informatsiooni küsida.",võtma,võima,gümn,", kellega võib ühendust võtta küsida",0,1
4926,"Eelistab töökeskkonda, kus hinnatakse eruditsiooni, teaduslikku mõtlemist, loovust, sõltumatust ning kus saab rahuldada vaimset uudishimu ja arendada oma tööstiili.",rahuldama,saama,gümn,ning kus saab rahuldada uudishimu,0,1
4930,Võib leida tunnustust ja võita auhindu loominguliste saavutuste eest teadus- ja uurimistöös.,leidma,võima,gümn,Võib leida tunnustust võita .,0,1
4973,"On seesmiselt väga tundlik, välises käitumises võib aga ilmutada impulsiivsust ja spontaansust.",ilmutama,võima,gümn,", käitumises võib aga ilmutada impulsiivsust",0,1
4987,"Võid rääkida enda lähiaja eesmärkidest, kindlasti seosta need selle firmaga, kuhu soovid tööle minna.",rääkima,võima,gümn,Võid rääkida eesmärkidest seosta .,0,1
4988,"Sobib mainida ka seda, et näed siin enda jaoks tulevikuperspektiivi ja rääkida enda mõtetest ning ideedest, mida saad firmas rakendada.",rakendama,saama,gümn,", mida saad firmas rakendada",0,1
4989,Põhjendada võid veel vastava ettevalmistusega või töökogemusega selles valdkonnas.,põhjendama,võima,gümn,Põhjendada võid veel ettevalmistusega valdkonnas .,0,1
4991,Miks peaksime just teid valima?,valima,pidama,gümn,Miks peaksime just teid valima ?,1,0
4992,"Võid rääkida siinkohal, millist kasu toob asutusele sinu palkamine ja seostada enda tulevikuperspektiivid just selle firmaga.",rääkima,võima,gümn,Võid rääkida siinkohal toob .,0,1
4995,Mida saate rääkida enda puudustest?,rääkima,saama,gümn,Mida saate rääkida puudustest ?,0,1
4999,"Võid rääkida valmisolekust meeskonnatöö tegemiseks (see näitab, et hoolid teistest inimestest ja nende arvamusest) ja sõltuvalt tööülesannetest võid tegutseda ka üksi.",rääkima,võima,gümn,Võid rääkida valmisolekust näitab .,0,1
4999,"Võid rääkida valmisolekust meeskonnatöö tegemiseks (see näitab, et hoolid teistest inimestest ja nende arvamusest) ja sõltuvalt tööülesannetest võid tegutseda ka üksi.",tegutsema,võima,gümn,ja sõltuvalt võid tegutseda üksi,0,1
5001,See küsimus võidakse esitada äsja kooli lõpetanutele.,esitama,võima,gümn,küsimus võidakse esitada äsja lõpetanutele .,0,1
5005,"Sellele küsimusele vastates võid rääkida, et otsid uut väljakutset, soovid enda võimeid ja oskusi paremini rakendada ja oled kuulnud positiivset infot firma kohta, kuhu praegu kandideerid.",rääkima,võima,gümn,vastates võid rääkida otsid .,0,1
5006,"Oma endisest töökohast räägi kindlasti hästi, sest muidu võid jätta endast mulje kui halvast suhtlejast.",jätma,võima,gümn,", sest muidu võid jätta endast mulje",0,1
5009,"Vastamisel võid rääkida soovist läbida koolitusi, et omandada kaasaegseid teadmisi ja olla kõrge kvalifikatsiooniga töötaja.",rääkima,võima,gümn,Vastamisel võid rääkida soovist .,0,1
5012,"Lisaks võid öelda, et täpsem palganumber on läbirääkimiste küsimus.",ütlema,võima,gümn,Lisaks võid öelda palganumber läbirääkimiste .,0,1
5013,"Saad ka eelnevalt uurida, millised palgad on firmas, kuhu soovid tööle minna.",uurima,saama,gümn,Saad eelnevalt uurida firmas .,0,1
5014,"Liiga madala palganumbri pakkumine näitab, et sa ei hinda ennast kuigi kõrgelt ja see võib vähendada sinu töölevõtmise võimalusi.",vähendama,võima,gümn,ja see võib vähendada võimalusi,0,1
5019,"Võid uurida, millised on arenguperspektiivid ja koolitusvõimalused.",uurima,võima,gümn,Võid uurida millised .,0,1
5021,"Mõtle läbi ja aruta koos lähedaste või nõustajaga, millised on sinu iseloomuomadused ja milliseid neist saad kasutada küsimusele vastates.",kasutama,saama,gümn,ja milliseid saad kasutada vastates,0,1
5023,"Kui oled äsja kooli lõpetanud, siis võid rääkida enda edusammudest koolis ja nendest kordaminekutest, mis näitavad, et oled hea kandidaat sellele ametikohale.",rääkima,võima,gümn,lõpetanud siis võid rääkida edusammudest .,0,1
6356,Nii ei tohi teha.,tegema,tohtima,kl2,Nii ei tohi teha .,0,1
7164,Ma pean täna õppima.,õppima,pidama,kl3,Ma pean täna õppima .,1,0
7165,Ma pean täna lugema.,lugema,pidama,kl3,Ma pean täna lugema .,1,0
7166,Ma pean täna kirjutama.,kirjutama,pidama,kl3,Ma pean täna kirjutama .,1,0
7167,Ma pean täna sööma.,sööma,pidama,kl3,Ma pean täna sööma .,1,0
7168,Ma pean täna joonistama.,joonistama,pidama,kl3,Ma pean täna joonistama .,1,0
7169,Ma pean täna koristama.,koristama,pidama,kl3,Ma pean täna koristama .,1,0
7170,Ma pean trenni minema.,minema,pidama,kl3,Ma pean trenni minema .,1,0
7171,Ma pean emale helistama.,helistama,pidama,kl3,Ma pean emale helistama .,1,0
7174,Mida sa pead täna kindlasti tegema?,tegema,pidama,kl3,Mida sa pead täna kindlasti tegema ?,1,0
7175,Ma pean täna sööma.,sööma,pidama,kl3,Ma pean täna sööma .,1,0
7176,Mida sa pead täna kindlasti tegema?,tegema,pidama,kl3,Mida sa pead täna kindlasti tegema ?,1,0
7177,Ma pean täna õppima.,õppima,pidama,kl3,Ma pean täna õppima .,1,0
7178,Ma pean õppima.,õppima,pidama,kl3,Ma pean õppima .,1,0
7197,"Ema, ma ei pea täna midagi õppima sellepärast, et meil on homme spordipäev.",õppima,pidama,kl3,"Ema , ma ei pea täna midagi õppima sellepärast meil .",1,0
7198,Ja sa pead täna kell 16.00 trenni minema ja kindlasti vanaemale helistama.,minema,pidama,kl3,Ja sa pead täna kell trenni minema helistama .,1,0
7199,Miks ma vanaemale pean helistama?,helistama,pidama,kl3,Miks ma vanaemale pean helistama ?,1,0
7205,Mida Merle peab täna tegema?,tegema,pidama,kl3,Mida Merle peab täna tegema ?,1,0
7207,Mida Merle ei pea täna tegema?,tegema,pidama,kl3,Mida Merle ei pea täna tegema ?,1,0
7209,Miks peab Merle vanaemale helistama?,helistama,pidama,kl3,Miks peab Merle vanaemale helistama ?,1,0
7212,Merle peab kindlasti õppima.,õppima,pidama,kl3,Merle peab kindlasti õppima .,1,0
7213,Merle peab vanaemale helistama.,helistama,pidama,kl3,Merle peab vanaemale helistama .,1,0
7215,Merle peab kell 16.00 trenni minema.,minema,pidama,kl3,Merle peab kell trenni minema .,1,0
7536,Miks Andras ei pea kontrolltööd tegema?,tegema,pidama,kl3,Miks Andras ei pea kontrolltööd tegema ?,1,0
7543,Mida sa pead tegema ?,tegema,pidama,kl3,Mida sa pead tegema ?,1,0
7544,Ma pean koristama.,koristama,pidama,kl3,Ma pean koristama .,1,0
7545,Ma pean helistama.,helistama,pidama,kl3,Ma pean helistama .,1,0
7546,Ma pean laulma.,laulma,pidama,kl3,Ma pean laulma .,1,0
7547,Ma pean jalutama.,jalutama,pidama,kl3,Ma pean jalutama .,1,0
7548,Ma pean kirjutama.,kirjutama,pidama,kl3,Ma pean kirjutama .,1,0
7549,Ma pean joonistama.,joonistama,pidama,kl3,Ma pean joonistama .,1,0
7550,Ma pean puhkama.,puhkama,pidama,kl3,Ma pean puhkama .,1,0
7551,Ma pean kordama.,kordama,pidama,kl3,Ma pean kordama .,1,0
7552,Ma pean jooksma.,jooksma,pidama,kl3,Ma pean jooksma .,1,0
7553,Ma pean seisma.,seisma,pidama,kl3,Ma pean seisma .,1,0
7554,Ma ei pea sööma.,sööma,pidama,kl3,Ma ei pea sööma .,1,0
7555,Ma ei pea jooma.,jooma,pidama,kl3,Ma ei pea jooma .,1,0
7556,Ma pean trenni minema.,minema,pidama,kl3,Ma pean trenni minema .,1,0
7557,Ma pean kooli minema.,minema,pidama,kl3,Ma pean kooli minema .,1,0
7582,"Sellepärast, et mul algab trenn kell 14.00 ja ma pean kindlasti trenni minema.",minema,pidama,kl3,ja ma pean kindlasti trenni minema,1,0
7584,Ma pean kell 14.00 arsti juurde minema.,minema,pidama,kl3,Ma pean kell arsti minema .,1,0
7586,Ma pean kell 14.00 sünnipäevale minema.,minema,pidama,kl3,Ma pean kell sünnipäevale minema .,1,0
7588,Ma pean kell 14.00 vanaema juurde haiglasse minema.,minema,pidama,kl3,Ma pean kell vanaema haiglasse minema .,1,0
7591,Mida sa pead tegema?,tegema,pidama,kl3,Mida sa pead tegema ?,1,0
7597,Mida teie koolis peate tegema?,tegema,pidama,kl3,Mida koolis peate tegema ?,1,0
7598,"Me peame õppima, kirjutama, lugema, kordama, joonistama.",õppima,pidama,kl3,Me peame õppima kirjutama lugema kordama joonistama .,1,0
7610,"Lapsed, aga mida te vahetunnis ei pea tegema?",tegema,pidama,kl3,", aga mida te vahetunnis ei pea tegema",1,0
7611,Me ei pea õppima!,õppima,pidama,kl3,Me ei pea õppima !,1,0
7730,"Pühapäeval on tore see, et siis ei pea õppima.",õppima,pidama,kl3,", et siis ei pea õppima",1,0
7750,"Kert peab õppima, aga ta ei saa, sest ta ei tea, kus on tema prillid.",õppima,pidama,kl3,Kert peab õppima saa .,1,0
7763,"Juku ei pea täna õppima sellepärast, et homme on laupäev.",õppima,pidama,kl3,Juku ei pea täna õppima sellepärast homme .,1,0
8515,Väiksemaid peab aitama!,aitama,pidama,kl3,Väiksemaid peab aitama !,1,0
8527,Väiksemaid peab ju ikka aitama!,aitama,pidama,kl3,Väiksemaid peab ju ikka aitama !,1,0
8570,Kas ma tohin kodust võtta?,võtma,tohtima,kl3,Kas ma tohin kodust võtta ?,0,1
8575,"Me peame taldrikud, tassid ja telefonid laudadele panema.",panema,pidama,kl3,Me peame taldrikud laudadele panema .,1,0
8622,Siis saavad kõik lapsed joosta ja mängida.,jooksma,saama,kl3,Siis saavad lapsed joosta mängida .,0,1
8628,Millega siis veel saab minna?,minema,saama,kl3,Millega siis veel saab minna ?,0,1
8678,"Janno, ma tohin tulla!",tulema,tohtima,kl3,"Janno , ma tohin tulla !",0,1
8776,"Alguses ei saa me küll koos mängida, sest ta on väga väike.",mängima,saama,kl3,Alguses ei saa me küll koos mängida väike .,0,1
8783,"Ema ütleb, et selliseid mänge saan ma õega alles kolme aasta pärast mängida.",mängima,saama,kl3,", et mänge saan ma õega aasta mängida",0,1
8784,Aga ma ei usu - ma võin teda ju õpetada.,õpetama,võima,kl3,- ma võin teda ju õpetada,0,1
8786,Aga praegu pean ma ootama.,ootama,pidama,kl3,Aga praegu pean ma ootama .,1,0
8832,"Ema, alles eile sa ütlesid, et me võiksime sind rohkem aidata.",aitama,võima,kl3,", et me võiksime sind rohkem aidata",0,1
8837,"Ma pean õppima, kuidas puhata.",õppima,pidama,kl3,Ma pean õppima puhata .,1,0
8861,"Õpetaja ütles, et kui ma tunnis juttu ajan, siis ei saa ma õppida.",õppima,saama,kl3,"ajan , siis ei saa ma õppida",0,1
8862,Ja teised lapsed ei saa ka õppida.,õppima,saama,kl3,Ja lapsed ei saa ka õppida .,0,1
8868,"Sa ju tead, et tunnis ei tohi lobiseda.",lobisema,tohtima,kl3,", et tunnis ei tohi lobiseda",0,1
8869,Siis ei saa õpetaja oma tööd teha.,tegema,saama,kl3,Siis ei saa õpetaja tööd teha .,0,1
8926,Pean täna veel oma toa ära koristama.,koristama,pidama,kl3,Pean täna veel toa ära koristama .,1,0
8931,Aga vahepeal peavad silmad puhkama.,puhkama,pidama,kl3,Aga vahepeal peavad silmad puhkama .,1,0
8939,Ma võin ju kella seina pealt maha võtta ja vaadata.,võtma,võima,kl3,Ma võin ju kella seina maha võtta vaadata .,0,1
8966,Rohkem magusat ühel päeval süüa ja juua ei tohi.,jooma,tohtima,kl3,ja juua ei tohi,0,1
9002,"Ma pean Emilyt hoidma, teda vannitama ja süüa tegema.",hoidma,pidama,kl3,Ma pean Emilyt hoidma vannitama tegema .,1,0
9004,Ma võin ise väikest õde hoida.,hoidma,võima,kl3,Ma võin ise õde hoida .,0,1
9011,Ma pean tube koristama ja kapi ukse ära parandama.,koristama,pidama,kl3,Ma pean tube koristama parandama .,1,0
9084,Me võime neid veel voltida ja siis saame teha lennutamise võistluse.,voltima,võima,kl3,Me võime neid veel voltida teha .,0,1
9084,Me võime neid veel voltida ja siis saame teha lennutamise võistluse.,tegema,saama,kl3,ja siis saame teha võistluse,0,1
9087,"Voltida saab igasuguseid asju - lilli, autosid, nukke ja muud sellist.",voltima,saama,kl3,Voltida saab asju .,0,1
9096,"Ei, kõik võivad voltida seda, mis neile meeldib.",voltima,võima,kl3,"Ei , kõik võivad voltida seda .",0,1
9111,"Kõik võivad teha seda, mis neile meeldib ja mis neid huvitab.",tegema,võima,kl3,Kõik võivad teha seda .,0,1
9114,Ma pean homme Piia käest vabandust paluma.,paluma,pidama,kl3,Ma pean homme Piia vabandust paluma .,1,0
9120,Nüüd pead küll kiiresti tegutsema!,tegutsema,pidama,kl3,Nüüd pead küll kiiresti tegutsema !,1,0
9129,"Aga sa ei saa seda teha, kui sa ärkad hommikul veerand kaheksa.",tegema,saama,kl3,Aga sa ei saa seda teha ärkad .,0,1
9131,Mis kell ma peaksin siis ärkama?,ärkama,pidama,kl3,kell ma peaksin siis ärkama ?,1,0
9149,"Kui lähed üle tee, siis pead vaatama vasakule, paremale ja uuesti vasakule.",vaatama,pidama,kl3,lähed siis pead vaatama vasakule .,1,0
9159,"Aga mitte tänaval, siis võib juhtuda õnnetus.",juhtuma,võima,kl3,"tänaval , siis võib juhtuda õnnetus .",0,1
9160,"Kihutada tohib ainult seal, kus see ohtlik ei ole.",kihutama,tohtima,kl3,Kihutada tohib seal ohtlik .,0,1
9164,"Näiteks seda, et tänaval ei tohi kihutada.",kihutama,tohtima,kl3,", et tänaval ei tohi kihutada",0,1
9165,"Ja kui ma lähen üle tee, siis pean alati vaatama vasakule, paremale ja veel kord vasakule.",vaatama,pidama,kl3,lähen siis pean alati vaatama vasakule .,1,0
9176,Siis me saame omavahel salakeeles rääkida!,rääkima,saama,kl3,Siis me saame omavahel salakeeles rääkida !,0,1
9210,"Ja see oli ka raske, et ma ei tohtinud saladust edasi rääkida.",rääkima,tohtima,kl3,", et ma ei tohtinud saladust edasi rääkida",0,1
9213,Pidin veel kaks tundi ootama.,ootama,pidama,kl3,Pidin veel tundi ootama .,1,0
9214,"Siis saime teada, mis üllatus see oli.",teadma,saama,kl3,Siis saime teada üllatus .,0,1
9225,"Kui sa ei saa tulla, palun helista mu emale (55 23 789)!",tulema,saama,kl3,"Kui sa ei saa tulla ,",0,1
9231,"Üks onu räägib meile kümme minutit, kuidas seikluspargis peab käituma.",käituma,pidama,kl3,", kuidas seikluspargis peab käituma",1,0
9242,Aga me saame hakkama.,hakkama,saama,kl3,Aga me saame hakkama .,1,0
9257,"Kui sa ei saa tulla, siis palun helista mu isale: 51 51 23!",tulema,saama,kl3,"Kui sa ei saa tulla ,",0,1
9260,"Tegelikult ei pidanud ma veel ärkama, aga ma ei saanud magada.",ärkama,pidama,kl3,Tegelikult ei pidanud ma veel ärkama magada .,1,0
9260,"Tegelikult ei pidanud ma veel ärkama, aga ma ei saanud magada.",magama,saama,kl3,", aga ma ei saanud magada",0,1
9268,Ma ei saa magada.,magama,saama,kl3,Ma ei saa magada .,0,1
9277,Kogu aeg peab suud lahti hoidma.,hoidma,pidama,kl3,aeg peab suud lahti hoidma .,1,0
9307,"Arst ütleb, mis rohtu sa pead võtma.",võtma,pidama,kl3,rohtu sa pead võtma,1,0
9311,"Oi, siis sa ei saa täna kooli minna.",minema,saama,kl3,"Oi , siis sa ei saa täna kooli minna .",0,1
9312,Peame sinuga kõrvaarsti juurde minema.,minema,pidama,kl3,Peame sinuga kõrvaarsti minema .,1,0
9325,Neid võiksite kõik koos lugeda või vaadata!,lugema,võima,kl3,Neid võiksite kõik koos lugeda vaadata !,0,1
9331,"Laps, sa pead rohkem õues käima.",käima,pidama,kl3,"Laps , sa pead rohkem õues käima .",1,0
9337,Telefoniga saab muid asju ka teha.,tegema,saama,kl3,Telefoniga saab asju ka teha .,0,1
9372,"Jah, me peame selle koolipäeva lõpuks seina peale panema.",panema,pidama,kl3,"Jah , me peame koolipäeva lõpuks seina panema .",1,0
9388,Enam seda parandada ei saa.,parandama,saama,kl3,Enam seda parandada ei saa .,0,1
9395,Siis ei pea te külmkapi eest nii palju maksma.,maksma,pidama,kl3,Siis ei pea te külmkapi palju maksma .,1,0
