id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
19393,saama,,"ps,ill,sup,main",0,parataxis,kuulama,"ps,ill,sup,main",xcomp,"Kui eesti keele grammatika loeb öeldise osadeks ka ühend- ja väljendverbi määr- ja nimisõnalised komponendid ( aru ___saama___ , üle ___kuulama___ ) , siis ESTKG-s analüüsitakse öeldise koosseisu kuuluvad nimi- ja määrsõnad eraldi .",7293958
19399,saama,,"ps,ill,sup,main",1,conj,võima,"ps,ill,sup,main",aux,"1. da-infinitiiv on öeldise osa , kui lauses esineb modaaltegusõna tohtima , ___saama___ , ___võima___ .",7294122
19401,lubama,,"af,ps,sg,ps3,main,pres,indic",0,acl:relcl,olema,"ps,ill,sup,main",xcomp,"Kui da-infinitiivis verb kuulub sellesse verbide nimistusse , mis ___lubab___ ___olema___ + da-infinitiivi öeldiseks , siis on da-infinitiiv öeldise osa ( vt EKG 1993 : 246 ) .",7294134
19417,teadma,,"inf,main",1,root,elama,"ps,ill,sup,main",xcomp,Verbi ___elama___ kohta ei ole ___teada___ tema sihilisus ning seetõttu jääb nimetavas käändes hõim mitmeseks .,7294448
19431,saama,,"af,ps,sg,ps3,impf,main,indic",0,root,töötama,"ps,aux,ill,sup",advcl,"Ilmselt ___sai___ kõik iseäranis selgeks , kui pidin puhtisiklike olude sunnil eksamiks teist korda ette valmistudes materjali veel põhjalikumalt läbi ___töötama___ ( hiljem realiseerus loengumaterjal trükiteoseks "" Sissevaateid folkloori lühivormidesse "" , I ( 1997 ) ) .",7295376
19436,teadma,,"af,pl,ps,aux,ps3,impf,indic",0,ccomp,käima,"ps,ill,mod,sup",conj,"Võime oletada , et ilmselt ___teadsid___ jutte küll paljud , aga meisterlikke rääkijaid pidi kuulamas ___käima___ naabertalus või - külaski .",7295553
19461,saama,,"af,ps,sg,ps3,impf,main,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Ameeriklane Burkhardt ___sai___ sellega hõlpsasti ___hakkama___ .,7296745
19465,saama,,"af,ps,sg,ps3,main,pres,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,Käimasoleva globaalse võitlusega rahvusvahelise terrorismi vastu ___saab___ Rumsfeld auga ___hakkama___ .,7296899
19558,saama,,"af,pl,ps,mod,ps1,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,___Saame___ ___hakkama___ !,7299797
19561,saama,,"af,ps,sg,aux,ps1,pres,indic",0,ccomp,hakkama,"ps,ill,mod,sup",xcomp,"Ma mõtlen , et ma ___saan___ nendega ikka ise ka ___hakkama___ .",7299800
19568,saama,,"af,ps,sg,aux,ps2,impf,indic",0,conj,hakkama,"ps,ill,sup,main",xcomp,"Paadimootor jäi poole tee peal seisma , aga nad ___said___ hästi ___hakkama___ .",7299868
19569,saama,,"af,ps,sg,mod,ps2,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kui ikka lapsest peale oled harjunud merel käima , ___saad___ ___hakkama___ igas olukorras .",7299869
19620,julgema,,"ps,sg,mod,neg,ps2,pres,imper",0,ccomp,riskima,"ps,aux,ill,sup",xcomp,"“ Mõtlesin , et ___julge___ jänes peab ju ___riskima___ .",7302505
19636,saama,,"ps,neg,impf,main,indic",1,advcl,hakkama,"ps,ill,mod,sup",xcomp,"Kuna vaimulik võim ei ole kiriku välise poole korraldamisega ___hakkama___ ___saanud___ , tuleb pöörduda ilmaliku valitseja poole , et ta kirikut abistaks , et ta lahendaks lahkhelid ja tagaks korra ; kõike seda peaks kuurvürst tegema mitte ilmaliku valitseja õiguse järgi , vaid kristlikust armastusest kiriku vastu .",7303123
19682,soovima,,"af,ps,sg,aux,ps3,impf,indic",0,root,siirduma,"ps,ill,sup,main",conj,Piiskop J. H. Gerth ___soovis___ tema kohal näha senist Oleviste pastorit G. Fonnet ja nii pidi Blanckenhagen 1693. aasta kevadel ilmselt piiskopist mõjutatud kuninga korraldusel ___siirduma___ pastoriks Haapsalusse .,7304007
19689,otsustama,,"af,ps,sg,mod,ps2,impf,indic",0,root,võtma,"ps,aux,ill,sup",ccomp,"Üxküllile antud volituse alusel ___otsustasid___ kohalviibijad "" üksmeelselt "" , et edaspidi peab president vastu ___võtma___ kõik konsistooriumile esitatavad ametlikud dokumendid ( acta Consistorialia ) .",7304138
19696,otsustama,,"af,aux,impf,imps,indic",0,root,esitama,"ps,aux,ill,sup",ccomp,"Konsistooriumi istungil 30. jaanuaril ___otsustati___ , et konsistoorium peaks kõikide rüütelkonna liikmete seast ___esitama___ kolm kandidaati , kelle seast presidendi väljavalimisel osaleksid kõik rüütelkonna liikmed .",7304282
19705,otsustama,,"ps,aux,past,partic",1,root,märkima,"ps,ill,mod,sup",parataxis,Majandusliku kahju vältimiseks on provintsiaalvalitsus koos konsistooriumi presidendiga ___otsustanud___ kehtestada ülemkirikueestseisjatega seotud korras uuenduse : edaspidi peavad pastorid ülemkirikueestseisjate juuresolekul ___märkima___ kirikuraamatusse üles ülemkirikueestseisjate nimed ja nende saavutused kirikuvara valitsemisel .,7304454
19717,tahtma,,"ps,sg,neg,ps2,main,pres,imper",1,acl,laulatama,"ps,ill,sup,main",parataxis,"708 Konsistooriumi ringkiri praostidele 16. aprillist 1740 annab juhtnööri , kuidas peaks pastor käituma olukorras , kus mõisnik ei ___taha___ lasta oma talupoegadel abielluda teisest mõisast pärit isikuga : kui kirikuseaduse järgi abieluks mingeid takistusi ei ole , peab pastor pruutpaari ___laulatama___ .",7304621
19718,otsustama,,"af,ps,sg,ps3,impf,main,indic",0,root,hankima,"ps,ill,sup,main",ccomp,"709 Liivi- ja Eestimaa Asjade Justiitskolleegiumi nõudmisel ___otsustas___ ülemmaakohus 15. jaanuaril 1747 , et talutüdruk ei pea enne teise mõisa talumehega abiellumist oma mõisniku käest vastavat luba ___hankima___ .",7304622
19734,jõudma,,"af,pl,ps,ps3,cond,main,pres",0,advcl,suunduma,"ps,aux,ill,sup",conj,"800 Provintsiaalvalitsuse publikaat 16. augustist 1817 nõuab , et talupojad vabastataks mõisatööst laupäeva pärastlõunal , nii et nad hiljemalt päikeseloojanguks koju ___jõuaksid___ , ning et mõisas töötavad talupojad ei peaks esmaspäeval kodust mõisa ___suunduma___ enne päikesetõusu .",7304841
19786,mõtlema,,"af,ps,sg,aux,ps1,pres,indic",0,ccomp,sisaldama,"ps,ill,mod,sup",ccomp,"FILMIKRIITIK JA REZHISSääR Francois Truffaut on öelnud , et “ kriitikuna ___mõtlen___ , et õnnestunud film peab ___sisaldama___ ühel ajal nii nägemust maailmast kui nägemust filmist .",7310423
19799,saama,,"inf,main",0,xcomp,hakkama,"ps,ill,mod,sup",xcomp,"Suured , koheva karvaga elukad , kelle esivanemad aitasid papaahades külameestel mägikarjamaadel lammastega ___hakkama___ ___saada___ , läksid välja jooksma ja möllasid tükk aega mere ääres roostikus .",7310745
19809,saama,,"af,ps,sg,aux,ps2,pres,imper",1,root,olema,"ps,ill,mod,sup",advcl,"Ausalt öeldes ma ei ___saagi___ aru , miks see just päike peaks ___olema___ , aga noh , olgu .",7311431
19819,mõistma,,"aux,inf",0,xcomp,andma,"ps,ill,sup,main",xcomp,"Pragmaatika kasutab mõistet ' implikatuur ' ( implicature ) , mis on tulnud J. L. Mey järgi verbist to imply , mis eesti keeles tähendab kaudselt ___mõista___ ___andma___ , vihjama , kaasa arvama , varjatult tähendama .",7314837
19820,mõistma,,"aux,inf",0,xcomp,vihjama,"ps,ill,sup,main",conj,"Pragmaatika kasutab mõistet ' implikatuur ' ( implicature ) , mis on tulnud J. L. Mey järgi verbist to imply , mis eesti keeles tähendab kaudselt ___mõista___ andma , ___vihjama___ , kaasa arvama , varjatult tähendama .",7314837
19821,mõistma,,"aux,inf",0,xcomp,arvama,"ps,ill,sup,main",conj,"Pragmaatika kasutab mõistet ' implikatuur ' ( implicature ) , mis on tulnud J. L. Mey järgi verbist to imply , mis eesti keeles tähendab kaudselt ___mõista___ andma , vihjama , kaasa ___arvama___ , varjatult tähendama .",7314837
19833,jõudma,,"af,ps,sg,mod,ps3,pres,indic",0,advcl,jooma,"ps,ill,sup,main",xcomp,"[ 3 ] Laena mulle kannelt , Vanemuine , mõru mõte mõlgub meeles : Kui kord Kalev koju ___jõuab___ kapast koduõlut ___jooma___ , oma lapsi üles pooma .",7315012
19835,jõudma,,"af,ps,sg,mod,ps3,pres,indic",0,parataxis,tooma,"ps,ill,mod,sup",xcomp,"Eepos "" Kalevipoeg "" lõpeb sündmustega , kus sakslased okupeerivad Eesti 13. sajandil , kuid Kreutzwaldi tekst kõlab sellele vaatamata optimistlikult : Küll siis Kalev ___jõuab___ koju Oma lastel ' õnne ___tooma___ , Eesti põlve uueks looma ( Kreutzwald 1992 : 276 ) Võib-olla on Lepiku tekst prohvetlik nägemus või peen poliitiline allusioon , sest viimased värsid on liiga tõsised selleks , et olla pelk lorilaul .",7315022
19840,ootama,,"af,mod,impf,imps,indic",1,conj,saama,"ps,ill,sup,main",aux,"[ 6 ] do you know my nervous calculation dreams when I am waiting for the train yes I stay at underground of station where's The Queen of mine and golden rain ( George Marrow ) lumi sädeles ja sina samamoodi öösse sõitsime kes teab küll mida ___saama___ kuskil ___oodati___ ent kus ei märgand tunda suuri sündmusi jäi maha postijaama jäi üks naine keda tapnud olid talved suure linna suured rõsked külmapühad veidrad vaatemängud jäigad järelvalved nüüd on ahju aetud vana pargi mühad aasta viimsel ööl veel tema õnnetina minu kuju võttis valges pesukausis uues postijaamas ärevus jäi jalgu mingid käed mind hoidsid ära jäätund pausis ( Üdi , Viiding 1998 : 106 )",7315148
19847,ihkama,,"inf,mod",1,root,tunnistama,"ps,ill,mod,sup",conj,"Seevastu interkeeleline imitatsioon võib ___ihata___ järjepidevust , kuid ta peab ___tunnistama___ ka kultuurilist eraldumist .",7315267
19859,suutma,,"af,ps,sg,aux,ps3,impf,indic",0,acl:relcl,lugema,"ps,ill,mod,sup",advcl,"Siinjuures tuleb muidugi lisada , et tegelikult said lõplikult maksvaks siiski need tõlgendused , mida interpreteerija ___suutis___ Piibli abil samm-sammult tõestada , st ta pidi pühakirja hoolega ___lugema___ nagu kaasaegne lähilugeja , ning vältima "" valesid "" tõlgendusi ehk õigelt teelt kõrvalekaldumist ( Pucci 1998 : 78 ) .",7315676
19896,saama,,"ps,sg,neg,ps2,main,pres,imper",1,root,jääma,"ps,aux,ill,sup",conj,"Ei ___saa___ nad kasu sest , ta riik peab meile ___jääma___ !",7316428
19972,saama,,"af,pl,ps,ps1,main,pres,indic",1,root,vastama,"ps,aux,ill,sup",parataxis,Kasutades väljatöötatud üldistatud lineaarset mudelit sama tüüpi ja sama liiki hoonete jaoks Kambja majandis kui on Paali laut ( kõrge lakaga lehmalaut ) ___saame___ paneelide tõenäolise jaotuse : 32 aasta vanuses hoones peaks 31% paneelidest ___vastama___ hindele 1 ja 12% paneelidest peaks vastama hindele 0 ( joonis 3.27 ) .,7326757
20061,lubama,,"ps,ill,sup,main",0,conj,hoidma,"ps,ill,mod,sup",conj,"Ettevaatusprintsiibil põhinev otsuselangetamine peab tagama selle , et keskkonna kasutamise võimalused säilivad ka tulevikus ( nn consertvation of options ) , ___lubama___ eksimist üksnes suurema ohutuse suunas , igal juhul ära ___hoidma___ keskkonna olulist ja pöördumatut kahjustamist ning üldjuhul asetama tõendamise koormise arendajale .",7330219
20073,mõistma,,"aux,inf",0,xcomp,demonstreerima,"ps,aux,ill,sup",ccomp,"American Petroleum Institute , 1980641 ) , milles USA Ülemkohus andis selgelt ___mõista___ , et riigiasutus peab ___demonstreerima___ olulise ja tegeliku ohu olemasolu .",7330520
20166,suutma,,"af,ps,sg,aux,ps2,pres,imper",1,parataxis,saama,"ps,ill,mod,sup",conj,"Ühisele eesti kirjakeelele pürgimisel tekkinud keelevaidluste käigus 19. sajandi esimesel kolmandikul selgusid järgmised seisukohad : 1 ) senine tartu keel ei ___suuda___ igavesti eksisteerida oma territoriaalse kitsuse ja puudujääkide tõttu morfoloogias ja leksikas ; 2 ) et ka tallinna keel pole puudusteta , peaks ühiseks kirjakeeleks ___saama___ kompromisskeel , mis sulataks kokku head ja jätaks kõrvale halvad omadused ; 3 ) et sellise keele loomine ja juurutamine oleks vaevaline ja aeganõudev , püsigu esialgu senine olukord .",7335964
20187,kavandama,,"mod,neg,impf,imps,indic",1,acl:relcl,andma,"ps,ill,sup,main",xcomp,"Aleksandrikoolist , mis rahvusliku liikumise ühe suurüritusena oli ___kavandatud___ ___andma___ eestikeelset kreiskooliharidust ( gümnaasiumile eelnev tase ) , tuli venekeelne linnakool ( 1888 - 1906 Põltsamaa lähedal Kaarlimõisas ) .",7336104
20211,saama,,"af,ps,sg,ps3,main,pres,indic",0,ccomp,hakkama,"ps,aux,ill,sup",xcomp,"Igaüks peab ise endaga toime tulema ja vaadaku ise , kuidas ___hakkama___ ___saab___ .",7336294
20231,teadma,,"ps,neg,main,pres,indic",1,parataxis,tähendama,"ps,ill,sup,main",ccomp,"Talle meenub , et varahommikul Tartusse jäänud naine on astroloogia järgi kassi aastal sündinud – ei ___tea___ , mida see siin nüüd ___tähendama___ peab ?",7336478
20251,mõtlema,,"ps,ill,mod,sup",1,root,tühjenema,"ps,aux,ill,sup",conj,"Pean ___mõtlema___ lihtsamate sõnadega , aeglaselt ___tühjenema___ , oma elitaarset kriitikunussi tegema , musta auku kustuma .",7336691
20252,mõtlema,,"ps,ill,mod,sup",1,root,tegema,"ps,aux,ill,sup",conj,"Pean ___mõtlema___ lihtsamate sõnadega , aeglaselt tühjenema , oma elitaarset kriitikunussi ___tegema___ , musta auku kustuma .",7336691
20260,rabama,,"inf,mod",0,csubj,andma,"ps,ill,sup,main",conj,"Ka selle ohkimise nimel tuli nüüd hoolikalt tööd ___rabada___ , sadat asja ajada , vahel ka oma saladusele järele ___andma___ , aga ainult nii , et mitte keegi sellest vähimatki aimu ei saaks .",7336740
20270,teadma,,"af,ps,sg,ps3,impf,main,indic",0,root,tegema,"ps,ill,mod,sup",ccomp,"Pontu ___teadis___ , et Ivanile pidi asja selgeks ___tegema___ Ants , kuid just nemad kahekesi olidki veel puudu .",7336786
20279,kibelema,,"af,ps,sg,ps3,impf,main,indic",0,root,proovima,"ps,aux,ill,sup",xcomp,"Nurgakohvikus istuv isand Pont ___kibeles___ kangesti ülikonda selga ___proovima___ , kuid lükkas seda toimingut poole tunni jagu edasi .",7336865
20332,nägema,,"af,ps,sg,ps1,impf,main,indic",0,root,minema,"ps,ill,sup,main",xcomp,"___Nägin___ ___minema___ tormava röövli käes kiiruga tagasi vaadates , kuidas jalaga näkku saanud isand jäi keset tänavat lirtsuvais sokis kainenema ja politseid ootama .",7337237
20336,teadma,,"af,ps,sg,aux,ps1,pres,indic",0,advcl,valitsema,"ps,ill,sup,main",ccomp,"Aga loodan sealgi ära käia , kuigi juttudest ___tean___ , et seal pidavat ___valitsema___ põrgukuumus ja mingite asjadega vastu paljast ihu pekstama .",7337252
20355,lootma,,"af,ps,sg,ps3,impf,main,indic",0,root,keerama,"ps,ill,mod,sup",parataxis,Ometi ___lootis___ Tolik kas või tulevikuski mingit tasuvat tööd saada – näiteks mõne miljonäri isikliku autojuhina limusiinirooli ___keerama___ .,7337419
20356,ootama,,"af,ps,sg,ps3,impf,main,indic",0,root,saabuma,"ps,ill,mod,sup",conj,"Oma poolvenda ___ootas___ Tolik nüüdki , aga Leino pidi ___saabuma___ alles nädala pärast , seni tuli linnas kuidagi ära elada .",7337426
20361,saama,,"af,pl,ps,mod,ps3,impf,indic",0,root,hakkama,"ps,ill,mod,sup",xcomp,"Kordamööda põlvili laua ees maas , ___said___ nad asjaga enam-vähem ___hakkama___ , kuigi triip jäi lõpuni sisse vedamata .",7337512
20424,mõtlema,,"af,ps,sg,mod,ps3,impf,indic",0,parataxis,õigustama,"ps,ill,mod,sup",advcl,"Ega ma ta raviarst ole , kes mul keelab neiuga teatris käia jne . , ___mõtles___ Västar , justkui pidanuks end kellegi / millegi ees ___õigustama___ .",7338265
20469,teadma,,"af,ps,sg,aux,ps2,pres,indic",0,root,olema,"ps,ill,sup,main",conj,""" ___Tead___ , raha peab ___olema___ , loomulikult ka tutvusi ja kombineerimisoskust .",7338794
20481,mõtlema,,"ps,ill,sup,main",0,xcomp,mõtlema,"ps,aux,ill,sup",conj,""" Kohal ei saa olla mitte mingisugust puhtalt enda vaimu , ainult inimene , kui ta hakkab ses kohas ___mõtlema___ ja selle koha üle ___mõtlema___ , võib selle niinimetud koha vaimu üles äratada .",7338949
20507,suutma,,"ps,ill,mod,sup",1,ccomp,suutma,"ps,aux,ill,sup",conj,"Ilya astus trepist üles tornikiivri alla , vaatas vanalinna päikesekullaseid katuseid ja tundis , et peab ___suutma___ tungida kopsu mõistusest välja , organismi pähe , peab ___suutma___ oma mõistusega siseneda lähima varjatud ja ebastabiilse universumi ajudesse , sest sealt võis heal juhul sama meetodiga edasi tungida .",7339199
20522,oskama,,"ps,sg,mod,neg,ps2,pres,imper",1,root,oskama,"ps,ill,sup,main",advcl,"Raha kui ainet peab ___oskama___ läbi töötada , mina seda ei ___oska___ ega vist tahagi õppida .",7339338
20531,kakerdama,,"af,ps,sg,mod,ps1,impf,indic",0,conj,minema,"ps,ill,mod,sup",xcomp,"Mängisin vist oma viis-kuussada maha , tellisin manitsevalt tütrelt veel ühe õlle ja ___kakerdasin___ ___minema___ .",7339374
20536,julgema,,"ps,aux,neg,pres,indic",1,root,funktsioneerima,"ps,aux,ill,sup",conj,"Ei ___julge___ lihtsalt sildu põletada , peab edasi ___funktsioneerima___ .",7339403
20562,saama,,"af,pl,ps,mod,ps1,pres,indic",0,conj,akkama,"ps,ill,mod,sup",xcomp,""" Eks näis , kudas me selle uduga ___akkama___ ___saame___ . """,7339721
20618,kiirustama,,"ps,mod,past,partic",1,root,ründama,"ps,ill,mod,sup",xcomp,"Ta ei ___kiirustanud___ ___ründama___ , ta paistis hoiatavat — mine oma teed , rändaja , ja ära tülita mind .",7340513
20623,püüdma,,"ps,main,past,partic",1,root,kaevama,"ps,ill,mod,sup",xcomp,"Ise olen küll paar korda ___püüdnud___ noori arheolooge sinna ___kaevama___ ahvatella , kuid nähtavasti on kõigil olnud suured tööplaanid tehtud , nii et minu ahvatlustel pole edu olnud .",7340631
20631,usaldama,,"ps,mod,neg,impf,indic",1,conj,kasutama,"ps,aux,ill,sup",xcomp,"Meil oli ka heinaniidumasin , kuid seda ___kasutama___ isa mind ei ___usaldanudki___ .",7340728
20650,saama,,"af,ps,sg,mod,ps3,impf,indic",0,conj,hakkama,"ps,ill,mod,sup",xcomp,"Purdemäelt oli sinna kolm kilomeetrit , ilusa ilmaga ___sai___ selle vahemaa ületamisega ___hakkama___ tilluke koolipoiss , kuid talvetuiskude aegu olen ka mina elanud kooli internaadis elanud ning jälginud suurte poiste koerustükke .",7340876
20659,saama,,"aux,inf",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,Meil oli muidugi kena kuulata ning püüdsime seetõttu korralikult ja kiiresti oma koduülesannetega ___hakkama___ ___saada___ .,7340907
20698,saama,,"ps,aux,neg,impf,indic",1,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Paljud poisid pidasid temast sügavasti lugu , minul iemaga häid suhteid ei tekkinud , sest ma ei ___saanud___ ___hakkama___ võimlemishobusel turnimisega ning teistele poistele meeldinud odaviskes olin ma vilets .",7341192
20701,saama,,"ps,aux,neg,impf,indic",1,root,hakkama,"ps,ill,mod,sup",xcomp,Kui oleksin ka teiste eluprobleemide lahendamisega sama hästi ___hakkama___ ___saanud___ !,7341220
20707,saama,,"af,ps,sg,mod,ps3,impf,indic",0,conj,hakkama,"ps,ill,sup,main",xcomp,"Kui talle sõna anti , siis tõusis ta küll krapsakalt püsti , kuid ___sai___ ___hakkama___ vaid ühe lausega , siis lõi käega ning pomises vabanduseks , et "" teate küll paremini kui mina "" ning istus tagasi toolile .",7341271
20721,saama,,"af,ps,sg,mod,ps1,impf,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,___Sain___ eksamitega kenasti ___hakkama___ ning oleksin paari päeva pärast võinud rõõmsalt sõita tagasi kodutallu .,7341395
20734,nägema,,"af,ps,sg,aux,ps1,impf,indic",0,root,elama,"ps,ill,mod,sup",advcl,"Kui külastasin teda Tiigi tänava ühiselamus , siis ___nägin___ , kui ebameeldivates tingimustes sealsed tudengid pidid ___elama___ .",7341496
20755,teadma,,"inf,mod",0,xcomp,vahetama,"ps,aux,ill,sup",ccomp,"Hiljem Juhan Sütiste elulugu uurides sain ___teada___ , et eluläheduse laulik pidi ladina keele eksami sooritamiseks koguni teaduskonda ___vahetama___ .",7341703
20795,saama,,"ps,aux,ill,sup",1,root,hakkama,"ps,ill,sup,main",xcomp,"Kaitsmisega pidid süüdlased ise ___hakkama___ ___saama___ , advokaate polnud selles marionettnäitemängus ette nähtud .",7342019
20804,kiirustama,,"af,aux,impf,imps,indic",0,root,andma,"ps,aux,ill,sup",xcomp,"Autoriteedi lisamiseks ___kiirustati___ Klementile professoritiitlit ___andma___ , nii et Tartus hakati teda raudteeprofessoriks pilkama : tulevane rektor sõitnud alles rongiga Tartu poole , kui professorikutse sai !",7342101
20806,saama,,"af,ps,sg,ps3,impf,main,indic",0,conj,hakkama,"ps,ill,sup,main",xcomp,"Kiilaks kiskuva laubaga pikakasvuline Klement polnud vilets rektor , vaid ___sai___ oma uue ametiga kenasti ___hakkama___ .",7342102
20840,saama,,"af,ps,sg,ps1,impf,main,indic",0,root,nägema,"ps,ill,sup,main",conj,"Kui paar aastat hiljem hakkasin diplomitöö põhjal lühimonograafiat kirjutama , siis ___sain___ küll aru oma kirjatöö nõrkustest aru ning pidin lühendamiseks tublisti vaeva ___nägema___ .",7342385
20851,üritama,,"af,ps,sg,ps3,impf,main,indic",0,root,küsima,"ps,ill,sup,main",conj,"Varblane ___üritas___ Egemoniga sammu pidada , aga ta oleks pidanud kohe prillid tagasi ___küsima___ , ta kuulis vaid Egemoni häält , kõiki neid putse ja munne , aga ei näinud enam midagi .",7347220
20884,saama,,"inf,mod",0,xcomp,hakkama,"ps,ill,sup,main",xcomp,"Kõike halba , mis on elus olnud , oli raskem mälust pühkida kui prügimäge , millega ta lootis ___hakkama___ ___saada___ .",7347540
20907,otsustama,,"af,ps,sg,aux,ps3,impf,indic",0,advcl,magama,"ps,ill,mod,sup",xcomp,"Inimesed peaksid üksteise vastu lahkemad olema , oli Varblase viimane mõte , enne kui ta ___magama___ ___otsustas___ minna .",7347790
20923,suutma,,"ps,sg,aux,neg,ps2,pres,imper",1,conj,minema,"ps,aux,ill,sup",advcl,"Kui neid ei tule , lõhub luuletaja õhtul kodus nõusid ja kakleb naisega , kui peaks aga õnneks ___minema___ , ei ___suuda___ ta mitu päeva oma rõõmu varjata .",7347944
20927,saama,,"af,ps,sg,aux,ps1,pres,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,""" Ega ma ___saan___ üksi ___hakkama___ , te ei pea minu pärast vaeva nägema . """,7347997
20928,saama,,"af,ps,sg,aux,ps1,pres,indic",0,root,nägema,"ps,ill,sup,main",conj,""" Ega ma ___saan___ üksi hakkama , te ei pea minu pärast vaeva ___nägema___ . """,7347997
20955,saama,,"af,ps,sg,ps3,impf,main,indic",0,advcl,istuma,"ps,ill,sup,main",xcomp,"Ta hoidis juba ronides kaelast kinni , ja kui ta lõpuks ___istuma___ ___sai___ , siis oigas .",7348232
20999,saama,,"af,ps,sg,aux,ps1,pres,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,""" Küll mina ___hakkama___ ___saan___ , "" ütles Varblane .",7348807
21011,saama,,"ps,neg,impf,main,indic",1,advcl,istuma,"ps,ill,mod,sup",xcomp,"Kui ta kollid ___istuma___ oli ___saanud___ , hõõrus ta tükk aega käsi kokku : "" Uih , kui külm , miks nad nii külmad on ? """,7348900
21014,tohtima,,"ps,mod,past,partic",1,conj,valima,"ps,aux,ill,sup",advcl,"Varblane ei viitsinud üksi koju jääda , ja tegelikult ei ___tohtinudki___ , sest ta pidi ju ka ___valima___ .",7349034
21058,teadma,,"ps,aux,neg,impf,indic",1,conj,tundma,"ps,ill,mod,sup",ccomp,""" Luuletasin , "" ütles Varblane ja ei ___teadnud___ , kuidas ta peaks end ___tundma___ .",7349575
21122,teadma,,"ps,sg,mod,neg,ps2,pres,imper",1,advcl,tegema,"ps,aux,ill,sup",ccomp,"Kui ei ___tea___ , kuidas ___tegema___ peab , ei hakka väga muretsema .",7350383
21128,ootama,,"af,ps,sg,aux,ps2,pres,imper",0,root,kammima,"ps,aux,ill,sup",conj,""" ___Oota___ ometi , ma pean ju ennast ära ___kammima___ ! """,7350442
21143,upitama,,"af,ps,sg,mod,ps2,impf,indic",0,root,istuma,"ps,aux,ill,sup",xcomp,"Siis ___upitasid___ kollid end ___istuma___ , ainult Donna jäi voodisse .",7350623
21169,kartma,,"af,ps,sg,ps3,impf,main,indic",0,root,seisma,"ps,ill,sup,main",advcl,"Kuid kõige enam ___kartis___ ta matuseid , sest seal pidi ta elusana haua serval ___seisma___ ja kurvastama , aga oli hoopis rõõmus , et tema ise on veel olemas .",7350900
21183,teadma,,"ps,neg,impf,main,indic",1,root,olema,"ps,ill,mod,sup",advcl,"Ta ei ___teadnud___ , kui sügav haud peab ___olema___ .",7351086
21195,saama,,"af,ps,sg,aux,ps2,pres,indic",0,root,hakkama,"ps,aux,ill,sup",xcomp,"Kui väga tahad , ___saad___ alati ___hakkama___ .",7351348
21206,saama,,"af,ps,sg,aux,ps3,impf,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,"Kuid mõni aeg enne oma surma ___sai___ ta ___hakkama___ mingi trikiga , mille tagajärjel tal tekkis ajupõletik .",7353186
21211,teadma,,"af,ps,sg,aux,ps3,impf,indic",0,acl:relcl,lamama,"ps,aux,ill,sup",ccomp,"Keegi pidi olema näinud surnud Vellot , okse sisse lämbunud Vellot ja keegi oli ka — kas see-sama nägija või keegi või keegi , kes ___teadis___ väga täpselt , kus surnud Vello peaks ___lamama___ — jah , see keegi oli ka näinud , et surnud Vellot enam ei olnud seal , kus ta oleks pidanud surnult olema .",7353239
21217,saama,,"af,ps,sg,ps1,impf,main,indic",0,root,liikuma,"ps,ill,mod,sup",xcomp,Kummalisel kombel ___sain___ mina nüüd enda häälepaelad ___liikuma___ .,7353261
21223,saama,,"af,ps,sg,mod,ps3,impf,indic",0,acl:relcl,minema,"ps,aux,ill,sup",xcomp,"Näiteks too tuntud näitleja , kes sõjaväest hullupaberitega ___minema___ ___sai___ sest ajas müüritööl kõik sassi ...",7353307
21230,lootma,,"af,ps,sg,mod,ps3,impf,indic",0,root,pettuma,"ps,ill,mod,sup",conj,"Ta ___lootis___ seal ennast tühjaks oksendada , kuid pidi ___pettuma___ : peeglist vaatas vastu tuttav nägu , põskedel punased plekid nagu Hollywoodi hooral .",7353444
21236,teadma,,"af,ps,sg,mod,ps3,pres,indic",0,conj,arvama,"ps,aux,ill,sup",xcomp,"Sethile ta sellest ei kõssanud , hakkab endast ( või oma rattast ) ___teab___ mida ___arvama___ .",7353626
21243,saama,,"ps,mod,past,partic",1,conj,hakkama,"ps,ill,sup,main",xcomp,"Kala laiutas keset lauda , pikk ja suur nagu neeger , kes talle pargis vastu tuli ja Jim ei ___saanud___ sellega ___hakkama___ nagu neeger naeratusega .",7353785
21253,mõistma,,"aux,inf",0,xcomp,tapma,"ps,ill,mod,sup",ccomp,""" Ema ei öelnud selle peale midagi , kuid Jim andis sellega ___mõista___ , et ema pidanuks ta ära ___tapma___ , kui ta sündima hakkas .",7354049
